1.0,"['fopi_songs/01 - Ye Aakhaka Nani Bhanda.mp3', 'fopi_songs/01 6 Bhane Maya.mp3', 'fopi_songs/01 Aadha Raat Ma.mp3', 'fopi_songs/01 Aakhako Bato.mp3']",103.9285717010498
2.0,"['fopi_songs/01 Aama.mp3', 'fopi_songs/01 Agnipath.mp3', 'fopi_songs/01 Ashyangko Chori.mp3', 'fopi_songs/01 Darshan Namaste.mp3']",102.13568997383118
3.0,"['fopi_songs/01 Jarur Aaunu.mp3', 'fopi_songs/01 Ma Pa Se Le Maryo.mp3', 'fopi_songs/01 Mukunde badha ba.mp3', 'fopi_songs/01 Pagal Ma Banna Sakchhu Female.mp3']",107.78793907165527
4.0,"['fopi_songs/01 Pahilo Pahilo Maya.mp3', 'fopi_songs/01 Rai Is King.mp3', 'fopi_songs/01 Timi Geet Hau Kee.mp3', 'fopi_songs/01 Timibata Tadha Male.mp3']",134.0150454044342
5.0,"['fopi_songs/01 Uni aakash Bata.mp3', 'fopi_songs/02 -Euta Phool.mp3', 'fopi_songs/02 Aaja Voli.mp3', 'fopi_songs/02 Aakhako Ramjham.mp3']",101.43042802810669
6.0,"['fopi_songs/02 Bichar Choge.mp3', 'fopi_songs/02 Chiso Chiso Hawale.mp3', 'fopi_songs/02 Ke Bhayo Bhayo.mp3', 'fopi_songs/02 Mai Ramri huna.mp3']",116.52578830718994
7.0,"['fopi_songs/02 Oe Jharpat.mp3', 'fopi_songs/02 Pagal Ma Banna Sakchhu Male.mp3', 'fopi_songs/02 Selly I Love You.mp3', 'fopi_songs/02 Timibata Tadha Female.mp3']",103.70864820480347
8.0,"['fopi_songs/02 jhama Jhama.mp3', 'fopi_songs/02Tamal Gauko.mp3', 'fopi_songs/03 - Moi Mori Lai.mp3', 'fopi_songs/03 A Ba Mero Bihe.mp3']",101.79599142074585
9.0,"['fopi_songs/03 Dil Nache Jasto.mp3', 'fopi_songs/03 Eku Eku.mp3', 'fopi_songs/03 Gundurk Dido.mp3', 'fopi_songs/03 Kohi Aaye Jasto.mp3']",134.16155815124512
10.0,"['fopi_songs/03 Kya Majja.mp3', 'fopi_songs/03 Manchhe Laa.mp3', 'fopi_songs/03 Phool Bhanu Bhane.mp3', 'fopi_songs/03 Rayo Tori.mp3']",132.23883986473083
11.0,"['fopi_songs/03 Vedigoth.mp3', 'fopi_songs/03 Yeha Pirmaa Chha Manchhe.mp3', 'fopi_songs/03 hari Hari.mp3', 'fopi_songs/04 Aafnai Dhadkan.mp3']",142.34414958953857
12.0,"['fopi_songs/04 Afno Chaina.mp3', 'fopi_songs/04 Chahe Sukha.mp3', 'fopi_songs/04 Dunjha ko Mahadav.mp3', 'fopi_songs/04 E Aankha.mp3']",135.31728267669678
13.0,"['fopi_songs/04 Hajur Ba Le Bhanethe.mp3', 'fopi_songs/04 Maat Lagyo.mp3', 'fopi_songs/04 Manda Manda.mp3', 'fopi_songs/04 Mayalu Ko Gau Ma.mp3']",131.1122691631317
14.0,"['fopi_songs/04 Satiyo Mutu.mp3', 'fopi_songs/04 Timile Yeshari.mp3', 'fopi_songs/04 chori Takchs.mp3', 'fopi_songs/04 yo Dalli.mp3']",126.06340408325195
15.0,"['fopi_songs/05 Baba Timilai.mp3', 'fopi_songs/05 Bhudi Ghatane.mp3', 'fopi_songs/05 Dargiling ko.mp3', 'fopi_songs/05 Dilako Dhoka.mp3']",156.4796211719513
16.0,"['fopi_songs/05 Jam Jam.mp3', 'fopi_songs/05 Koo Koo.mp3', 'fopi_songs/05 Mann Paryo.mp3', 'fopi_songs/05 Taarif Dharai Garau Duet.mp3']",126.32958126068115
17.0,"['fopi_songs/06  Hiudu lekma.mp3', 'fopi_songs/06 Aakhaima Jadu.mp3', 'fopi_songs/06 Chaya Khuthabacha.mp3', 'fopi_songs/06 Ekli bhaya.mp3']",154.80410861968994
18.0,"['fopi_songs/06 Macha Jasto I.mp3', 'fopi_songs/06 Tuwanlo.mp3', 'fopi_songs/07 - Aau Basana Chheuma.mp3', 'fopi_songs/07 - Musukka Haseu.mp3']",126.6679093837738
19.0,"['fopi_songs/07 Euta Sano Ghar Duet.mp3', 'fopi_songs/07 Hridayako.mp3', 'fopi_songs/07 Timro Ra Mero Katha.mp3', 'fopi_songs/07 Ubho hi Lekma.mp3']",106.28925943374634
20.0,"['fopi_songs/07 jhilke Thito.mp3', 'fopi_songs/07 malai  chori Dene.mp3', 'fopi_songs/08 - Ramayera Timi Sanga.mp3', 'fopi_songs/08 Kahile Pani Janna.mp3']",114.51559448242188
21.0,"['fopi_songs/08 Kina Chadyow.mp3', 'fopi_songs/08 Reg Reg.mp3', 'fopi_songs/08 Sapana Ki rani.mp3', 'fopi_songs/08 Sewaro.mp3']",140.5127775669098
22.0,"['fopi_songs/09 Gurans Bhayera.mp3', 'fopi_songs/09 chutariko.mp3', 'fopi_songs/10 Damfu ra Madal.mp3', 'fopi_songs/10 Ritti Sake.mp3']",133.45040726661682
23.0,"['fopi_songs/100_Ma_100.mp3', 'fopi_songs/11 Marma Man.mp3', 'fopi_songs/12 Machha Jasto II.mp3', 'fopi_songs/4G_Sewa.mp3']",148.6178915500641
24.0,"['fopi_songs/A Ba Mero Bihe.mp3', 'fopi_songs/A Grand Declaration Of Atheism.mp3', 'fopi_songs/A Hajur.mp3', 'fopi_songs/A Hawa.mp3']",141.4385118484497
25.0,"['fopi_songs/A Meri Aama.mp3', 'fopi_songs/A Meri Muna.mp3', 'fopi_songs/A Mero Maya.mp3', 'fopi_songs/A Ni Gatheu.mp3']",144.90145778656006
26.0,"['fopi_songs/A Sasu.mp3', 'fopi_songs/AAMA $.mp3', 'fopi_songs/Aaba Ta.mp3', 'fopi_songs/Aadha Raatma Byujhera.mp3']",140.88091850280762
27.0,"['fopi_songs/Aadharomai Baschhu Female.mp3', 'fopi_songs/Aadharomai Baschhu Male.mp3', 'fopi_songs/Aadhi Jyan.mp3', 'fopi_songs/Aadhi Khola Susayo Kina.mp3']",175.63044261932373
28.0,"['fopi_songs/Aadhi Maya.mp3', 'fopi_songs/Aadhuro Sapana.mp3', 'fopi_songs/Aafailai Khojdaichu.mp3', 'fopi_songs/Aafno Maya.mp3']",200.01122164726257
29.0,"['fopi_songs/Aaha.mp3', 'fopi_songs/Aai Rahyo Malai.mp3', 'fopi_songs/Aaideu Na.mp3', 'fopi_songs/Aaideu Timi.mp3']",156.75297236442566
30.0,"['fopi_songs/Aaina Herau Lago.mp3', 'fopi_songs/Aaja Alikati.mp3', 'fopi_songs/Aaja Bholi.mp3', 'fopi_songs/Aaja Feri.mp3']",186.99837350845337
31.0,"['fopi_songs/Aaja Kaha.mp3', 'fopi_songs/Aaja Kina.mp3', 'fopi_songs/Aaja Ko Raat Ma.mp3', 'fopi_songs/Aaja Mero.mp3']",136.57685685157776
32.0,"['fopi_songs/Aaja Pheri.mp3', 'fopi_songs/Aaja Sara Female.mp3', 'fopi_songs/Aaja Sara Male.mp3', 'fopi_songs/Aaja Timro.mp3']",160.12906098365784
33.0,"['fopi_songs/Aajhai Pani.mp3', 'fopi_songs/Aajkal.mp3', 'fopi_songs/Aakal Yatrie.mp3', 'fopi_songs/Aakasaima.mp3']",134.59241485595703
34.0,"['fopi_songs/Aakash Khulla Khulla.mp3', 'fopi_songs/Aakash Ko Joon.mp3', 'fopi_songs/Aakashai Ma.mp3', 'fopi_songs/Aakashko Chano.mp3']",141.35111570358276
35.0,"['fopi_songs/Aakha Kholu.wma', 'fopi_songs/Aakha_Bhari_Timro_Chaya.mp3', 'fopi_songs/Aakha_Judhaima.mp3', 'fopi_songs/Aakhai_Aakhama.mp3']",104.1916151046753
36.0,"['fopi_songs/Aakhako_Nani.mp3', 'fopi_songs/Aakhako_Nani_Female.mp3', 'fopi_songs/Aakhako_Nani_Male.mp3', 'fopi_songs/Aakhale Aankha.mp3']",322.1252851486206
37.0,"['fopi_songs/Aakhama Hardam.mp3', 'fopi_songs/Aakhama Rakhau.mp3', 'fopi_songs/Aakhama Sapanima.mp3', 'fopi_songs/Aakhama Timilai.mp3']",169.87850165367126
38.0,"['fopi_songs/Aakhama Timilai1.mp3', 'fopi_songs/Aakhama.mp3', 'fopi_songs/Aama Aama Bhanera.mp3', 'fopi_songs/Aama Bhanda.mp3']",143.29613304138184
39.0,"['fopi_songs/Aama Bhannu.mp3', 'fopi_songs/Aama Le.mp3', 'fopi_songs/Aama Timi.mp3', 'fopi_songs/Aama ko Samjhana.mp3']",99.09920239448547
40.0,"['fopi_songs/Aama.mp3', 'fopi_songs/Aanautho Yatra.mp3', 'fopi_songs/Aankha Ma Cha Gajalump3.mp3', 'fopi_songs/Aankhama Aanshu.mp3']",120.39414095878601
41.0,"['fopi_songs/Aapako Chhoro.mp3', 'fopi_songs/Aarop Chha Malie.mp3', 'fopi_songs/Aashlagdo Keto.mp3', 'fopi_songs/Aashuko_Karakhana.mp3']",244.1217701435089
42.0,"['fopi_songs/Aasi Aasma.mp3', 'fopi_songs/Aau Nachau Sangi Ho Cham Cham.mp3', 'fopi_songs/Aau Priya.mp3', 'fopi_songs/Aaunu_Bhanda_Chad_Parba_Female.mp3']",240.54440474510193
43.0,"['fopi_songs/Aaunu_Bhanda_Chad_Parba_Male.mp3', 'fopi_songs/Aawaran.mp3', 'fopi_songs/Aaya Ma Timro Chheu.mp3', 'fopi_songs/Achar Mulako.mp3']",173.6011118888855
44.0,"['fopi_songs/Adhakatti Adhakatti.mp3', 'fopi_songs/Adheri Raat.mp3', 'fopi_songs/Adhuro Thyo Sapana.mp3', 'fopi_songs/Ae Hai Ma Timilai.mp3']",141.1476640701294
45.0,"['fopi_songs/Afno Bato.mp3', 'fopi_songs/Aghauna Ma Timro Mayale.mp3', 'fopi_songs/Agoo.mp3', 'fopi_songs/Ahileko Teejma.mp3']",158.6035294532776
46.0,"['fopi_songs/Ali Ali.mp3', 'fopi_songs/Alikati Nasha.mp3', 'fopi_songs/Alikati.mp3', 'fopi_songs/Aljhieko_Maya.mp3']",151.21058344841003
47.0,"['fopi_songs/Amulya Jeevan.mp3', 'fopi_songs/Anamika.mp3', 'fopi_songs/Anti Bali.mp3', 'fopi_songs/Aoho Aoho.mp3']",183.72754192352295
48.0,"['fopi_songs/Arkai Ko Sindoor.mp3', 'fopi_songs/Ashi Mujhe.mp3', 'fopi_songs/Auda Nachinchha.mp3', 'fopi_songs/Awa aba.mp3']",222.8345808982849
49.0,"['fopi_songs/Baba Le Diyeko.mp3', 'fopi_songs/Baba Timilai.mp3', 'fopi_songs/Babu Kanchha.mp3', 'fopi_songs/Babu Ta Bannu.mp3']",138.80196952819824
50.0,"['fopi_songs/Baby im love with you.mp3', 'fopi_songs/Bacha Bacha.mp3', 'fopi_songs/Bad in your eyes.mp3', 'fopi_songs/Badliya Ritu.mp3']",97.24322962760925
51.0,"['fopi_songs/Baglung Bazaarma.mp3', 'fopi_songs/Bahar Sangai Udyo Maan.mp3', 'fopi_songs/Baiguni Ko Yaadma.mp3', 'fopi_songs/Baiguni ta.mp3']",269.15720438957214
52.0,"['fopi_songs/Baisa_Samala.mp3', 'fopi_songs/Baishalu Adhar.mp3', 'fopi_songs/Balla Female.mp3', 'fopi_songs/Balla Male.mp3']",245.79585552215576
53.0,"['fopi_songs/Balyo Dhap Dhap.mp3', 'fopi_songs/Banko Nauli.mp3', 'fopi_songs/Bara Baje Rati Female.mp3', 'fopi_songs/Bara Baje Rati Male.mp3']",320.45385336875916
54.0,"['fopi_songs/Basaula Rodi Ghar.mp3', 'fopi_songs/Bat lagechha.mp3', 'fopi_songs/Bato Barkhako.mp3', 'fopi_songs/Bato.mp3']",322.75240206718445
55.0,"['fopi_songs/Bato_Herdai_Basechham.mp3', 'fopi_songs/Be My Valentine.mp3', 'fopi_songs/Berthai Jiwan Arpan Gare.mp3', 'fopi_songs/Beshi Jharaula.mp3']",439.5537254810333
56.0,"['fopi_songs/Bhagaban Lai Bheti.mp3', 'fopi_songs/Bhagawan_Timi_Kaha_Chhau_Duet.mp3', 'fopi_songs/Bhagawan_Timi_Kaha_Chhau_Female.mp3', 'fopi_songs/Bhagawan_Timi_Kaha_Chhau_Male.mp3']",258.1928448677063
57.0,"['fopi_songs/Bhagawanlai Diyo Baldani.mp3', 'fopi_songs/Bhagna Parne Bho.mp3', 'fopi_songs/Bhajau_Hari_Naam.mp3', 'fopi_songs/Bhana_Mera_Bhai.mp3']",275.9567105770111
58.0,"['fopi_songs/Bhanchan Budapakale.mp3', 'fopi_songs/Bhanchhu_Aaja _Instrumental.mp3', 'fopi_songs/Bhanchhu_Aaja.mp3', 'fopi_songs/Bhanideu Malai.MP3']",224.76633071899414
59.0,"['fopi_songs/Bhanu Kasari Ma.mp3', 'fopi_songs/Bhatkyo Maiti Ghara.mp3', 'fopi_songs/Bhayo Aafai Bhayo Maya.mp3', 'fopi_songs/Bhet Bhayo Ramailo Sajha.mp3']",223.35757517814636
60.0,"['fopi_songs/Bhet Huda.mp3', 'fopi_songs/Bhetam Bhetam.mp3', 'fopi_songs/Bho Pardaina.mp3', 'fopi_songs/Bhudi Ghatane.mp3']",376.3489599227905
61.0,"['fopi_songs/Bhuldai Bhuldai Jaau.mp3', 'fopi_songs/Bhuleko Chaina.mp3', 'fopi_songs/Bichhodika Mayaharu.mp3', 'fopi_songs/Bideshai Pasne.mp3']",253.46293544769287
62.0,"['fopi_songs/Binti Sanu.mp3', 'fopi_songs/Birshu kasori.mp3', 'fopi_songs/Birsi Deu.mp3', 'fopi_songs/Bishal Bajaarma.mp3']",246.63391780853271
63.0,"['fopi_songs/Bolana Bola.mp3', 'fopi_songs/Bolimai Dila Baseko.mp3', 'fopi_songs/But Slowly Slowly Duet.wma', 'fopi_songs/Butwal Milan Chowk.mp3']",307.56357431411743
64.0,"['fopi_songs/Bye Bye Aaja Lai.mp3', 'fopi_songs/Cha Seu Hey Seu.mp3', 'fopi_songs/Chadyo Sauji Banne Rahar F.mp3', 'fopi_songs/Chadyo Sauji Banne Rahar M.mp3']",261.82503294944763
